Read 40 queries.
Using Bao: True
Executing queries using PG optimizer for initial training
x x 1747321603.9192452 sample_queries/q11_17e.sql 8.030191898345947 PG
x x 1747321611.7104921 sample_queries/q35_1a1508.sql 7.791187763214111 PG
x x 1747321615.7627246 sample_queries/q15_18a.sql 4.052198648452759 PG
x x 1747321616.8231783 sample_queries/q27_3c.sql 1.060417890548706 PG
x x 1747321619.474163 sample_queries/q34_1a275.sql 2.6509506702423096 PG
x x 1747321627.485166 sample_queries/q39_2a2781.sql 8.010966062545776 PG
x x 1747321627.7464402 sample_queries/q27_3c.sql 0.26124143600463867 PG
x x 1747321628.6264305 sample_queries/q28_13a.sql 0.8799474239349365 PG
x x 1747321632.3182466 sample_queries/q10_2a265.sql 3.6917800903320312 PG
x x 1747321636.4436085 sample_queries/q26_2a274.sql 4.125328063964844 PG
x x 1747321645.0467482 sample_queries/q23_19d.sql 8.603106498718262 PG
x x 1747321649.8202562 sample_queries/q4_8a122.sql 4.773475170135498 PG
x x 1747321688.6739507 sample_queries/q2_8a82.sql 38.85366201400757 PG
x x 1747321697.436386 sample_queries/q38_2a1870.sql 8.762394666671753 PG
x x 1747321700.459317 sample_queries/q26_2a274.sql 3.0228896141052246 PG
x x 1747321702.255232 sample_queries/q17_7a164.sql 1.7958812713623047 PG
x x 1747321703.2932847 sample_queries/q4_8a122.sql 1.038017749786377 PG
x x 1747321705.011021 sample_queries/q3_7a99.sql 1.7176933288574219 PG
x x 1747321705.0561192 sample_queries/q24_32a.sql 0.04505658149719238 PG
x x 1747321705.972212 sample_queries/q13_7a121.sql 0.9160566329956055 PG
x x 1747321706.0276003 sample_queries/q29_6e.sql 0.05535459518432617 PG
x x 1747321706.645372 sample_queries/q28_13a.sql 0.6177306175231934 PG
x x 1747321716.6337037 sample_queries/q38_2a1870.sql 9.988298892974854 PG
x x 1747321717.1493838 sample_queries/q31_2a39.sql 0.5156490802764893 PG
x x 1747321717.2037938 sample_queries/q29_6e.sql 0.05437517166137695 PG
Initial input channels: 10
1 16 1747321960.8034332 sample_queries/q13_7a121.sql 1.6154448986053467
1 17 1747321972.8742146 sample_queries/q34_1a275.sql 12.070741415023804
1 18 1747321974.0069714 sample_queries/q16_26c.sql 1.1327135562896729
1 19 1747322035.7628477 sample_queries/q3_7a99.sql 61.75583457946777
1 20 1747322038.6224682 sample_queries/q14_6a349.sql 2.859576463699341
1 21 1747322118.7675312 sample_queries/q2_8a82.sql 80.14502596855164
1 22 1747322121.6131792 sample_queries/q26_2a274.sql 2.8456125259399414
1 23 1747322126.5636017 sample_queries/q11_17e.sql 4.9503889083862305
1 24 1747322127.934239 sample_queries/q10_2a265.sql 1.3705902099609375
Initial input channels: 10
Epoch 0 training loss: 2.117533195018768
Epoch 15 training loss: 0.3079368323087692
Epoch 30 training loss: 0.4740180969238281
Epoch 45 training loss: 0.46999220848083495
Epoch 60 training loss: 0.3639729082584381
Epoch 75 training loss: 0.4389965653419495
Epoch 90 training loss: 0.3819650262594223
Epoch 105 training loss: 0.33334723860025406
Epoch 120 training loss: 0.35237847864627836
Epoch 135 training loss: 0.40383286476135255
Epoch 150 training loss: 0.3646850407123566
Epoch 165 training loss: 0.4132005929946899
Epoch 180 training loss: 0.3905960738658905
Epoch 195 training loss: 0.32069502472877504
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
2 0 1747322147.1123786 sample_queries/q6_16b.sql 11.57737112045288
2 1 1747322151.7950032 sample_queries/q9_5a48.sql 4.682591676712036
2 2 1747322154.5473135 sample_queries/q14_6a349.sql 2.75227689743042
2 3 1747322160.802321 sample_queries/q37_2a1291.sql 6.254974126815796
2 4 1747322166.8624783 sample_queries/q9_5a48.sql 6.060122728347778
2 5 1747322179.000249 sample_queries/q6_16b.sql 12.137734413146973
2 6 1747322185.0408823 sample_queries/q5_8a423.sql 6.040601015090942
2 7 1747322213.77579 sample_queries/q22_8a27.sql 28.73487377166748
2 8 1747322216.8758373 sample_queries/q36_7a136.sql 3.1000053882598877
2 9 1747322217.5130267 sample_queries/q28_13a.sql 0.6371541023254395
2 10 1747322232.1391397 sample_queries/q7_7a48.sql 14.626070499420166
2 11 1747322234.9975536 sample_queries/q36_7a136.sql 2.858366012573242
2 12 1747322241.3943162 sample_queries/q40_2a8120.sql 6.396728038787842
2 13 1747322245.73186 sample_queries/q4_8a122.sql 4.337506294250488
2 14 1747322245.869041 sample_queries/q24_32a.sql 0.1371479034423828
2 15 1747322248.8284826 sample_queries/q36_7a136.sql 2.959407091140747
2 16 1747322249.7764852 sample_queries/q13_7a121.sql 0.9479575157165527
2 17 1747322253.6972024 sample_queries/q18_7a103.sql 3.920682191848755
2 18 1747322267.9225464 sample_queries/q7_7a48.sql 14.225306749343872
2 19 1747322268.789407 sample_queries/q25_13d.sql 0.8668239116668701
2 20 1747322270.400031 sample_queries/q35_1a1508.sql 1.6105904579162598
2 21 1747322270.9342048 sample_queries/q31_2a39.sql 0.5341370105743408
2 22 1747322279.7411277 sample_queries/q1_8a463.sql 8.80688762664795
2 23 1747322280.2682424 sample_queries/q31_2a39.sql 0.5270805358886719
2 24 1747322288.6099248 sample_queries/q6_16b.sql 8.341647863388062
Initial input channels: 10
Epoch 0 training loss: 3.247138504471098
Epoch 15 training loss: 0.6489579081535339
Epoch 30 training loss: 0.35333025242601124
Epoch 45 training loss: 0.5158689554248538
Epoch 60 training loss: 0.4706241190433502
Epoch 75 training loss: 0.5402764550277165
Epoch 90 training loss: 0.4612186976841518
Epoch 105 training loss: 0.35981750914028715
Epoch 120 training loss: 0.3840304123503821
Epoch 135 training loss: 0.44853417362485615
Epoch 150 training loss: 0.33142235449382235
Epoch 165 training loss: 0.5487632432154247
Epoch 180 training loss: 0.38994933451925007
Epoch 195 training loss: 0.3943261610610144
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
3 0 1747322302.487691 sample_queries/q22_8a27.sql 4.532574415206909
3 1 1747322306.7932644 sample_queries/q22_8a27.sql 4.305537700653076
3 2 1747322312.8920412 sample_queries/q17_7a164.sql 6.098735809326172
3 3 1747322315.9000328 sample_queries/q17_7a164.sql 3.0079572200775146
3 4 1747322330.4279044 sample_queries/q40_2a8120.sql 14.527836561203003
3 5 1747322333.8091981 sample_queries/q36_7a136.sql 3.381256580352783
3 6 1747322335.9118397 sample_queries/q8_6a505.sql 2.1026058197021484
3 7 1747322339.3588345 sample_queries/q34_1a275.sql 3.4469618797302246
3 8 1747322341.4465704 sample_queries/q8_6a505.sql 2.0877010822296143
3 9 1747322346.6787498 sample_queries/q18_7a103.sql 5.232143878936768
3 10 1747322349.6356578 sample_queries/q17_7a164.sql 2.9568698406219482
3 11 1747322351.5251794 sample_queries/q18_7a103.sql 1.8894860744476318
3 12 1747322351.7123315 sample_queries/q24_32a.sql 0.18711543083190918
3 13 1747322354.2559822 sample_queries/q9_5a48.sql 2.543609142303467
3 14 1747322356.1599445 sample_queries/q18_7a103.sql 1.9039270877838135
3 15 1747322357.0758948 sample_queries/q27_3c.sql 0.9159088134765625
3 16 1747322358.6888351 sample_queries/q12_17a.sql 1.6129066944122314
3 17 1747322360.512165 sample_queries/q11_17e.sql 1.8232934474945068
3 18 1747322364.2341838 sample_queries/q2_8a82.sql 3.7219786643981934
3 19 1747322367.3091671 sample_queries/q32_2a493.sql 3.0749118328094482
3 20 1747322368.4408102 sample_queries/q29_6e.sql 1.1316087245941162
3 21 1747322370.9133744 sample_queries/q6_16b.sql 2.4725289344787598
3 22 1747322372.8176274 sample_queries/q4_8a122.sql 1.9042165279388428
3 23 1747322374.753715 sample_queries/q8_6a505.sql 1.9360532760620117
3 24 1747322381.2870026 sample_queries/q31_2a39.sql 6.533253908157349
Initial input channels: 10
Epoch 0 training loss: 0.7719707582145929
Epoch 15 training loss: 0.3705498017370701
Epoch 30 training loss: 0.34556588530540466
Epoch 45 training loss: 0.36668939888477325
Epoch 60 training loss: 0.48139292746782303
Epoch 75 training loss: 0.41490447893738747
Epoch 90 training loss: 0.22200774669181556
Epoch 105 training loss: 0.5744435600936413
Epoch 120 training loss: 0.5043730437755585
Epoch 135 training loss: 0.3814396299421787
Epoch 150 training loss: 0.39353254064917564
Epoch 165 training loss: 0.23458459321409464
Epoch 180 training loss: 0.34458987787365913
Epoch 195 training loss: 0.3154842397198081
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
4 0 1747322398.0577033 sample_queries/q1_8a463.sql 5.930042266845703
4 1 1747322399.7445529 sample_queries/q15_18a.sql 1.6868090629577637
4 2 1747322405.5451412 sample_queries/q38_2a1870.sql 5.800554513931274
4 3 1747322406.3184848 sample_queries/q16_26c.sql 0.7733111381530762
4 4 1747322413.1231031 sample_queries/q10_2a265.sql 6.804585695266724
4 5 1747322414.6923912 sample_queries/q35_1a1508.sql 1.569253921508789
4 6 1747322417.4522188 sample_queries/q14_6a349.sql 2.7597923278808594
4 7 1747322417.692249 sample_queries/q32_2a493.sql 0.23999691009521484
4 8 1747322420.216349 sample_queries/q18_7a103.sql 2.5240676403045654
4 9 1747322422.8261013 sample_queries/q26_2a274.sql 2.6097166538238525
4 10 1747322426.20732 sample_queries/q10_2a265.sql 3.381183624267578
4 11 1747322426.3344798 sample_queries/q24_32a.sql 0.12712502479553223
4 12 1747322453.3079572 sample_queries/q22_8a27.sql 26.973441123962402
4 13 1747322458.7966695 sample_queries/q1_8a463.sql 5.488665580749512
4 14 1747322460.2727644 sample_queries/q15_18a.sql 1.4760611057281494
4 15 1747322460.8028545 sample_queries/q31_2a39.sql 0.5300545692443848
4 16 1747322462.3596463 sample_queries/q35_1a1508.sql 1.5567569732666016
4 17 1747322464.0713747 sample_queries/q17_7a164.sql 1.7116925716400146
4 18 1747322468.7714233 sample_queries/q11_17e.sql 4.700015068054199
4 19 1747322474.2323833 sample_queries/q1_8a463.sql 5.460925579071045
4 20 1747322479.1440728 sample_queries/q35_1a1508.sql 4.911653757095337
4 21 1747322484.5022037 sample_queries/q1_8a463.sql 5.358097314834595
4 22 1747322485.1216989 sample_queries/q33_2a156.sql 0.6194500923156738
4 23 1747322489.7174962 sample_queries/q12_17a.sql 4.595759153366089
4 24 1747322492.4968822 sample_queries/q36_7a136.sql 2.779351234436035
Initial input channels: 10
Epoch 0 training loss: 1.568657474219799
Epoch 15 training loss: 0.42280748188495637
Epoch 30 training loss: 0.352689591050148
Epoch 45 training loss: 0.48015573173761367
Epoch 60 training loss: 0.3666408061981201
Epoch 75 training loss: 0.40745193511247635
Epoch 90 training loss: 0.3499141339212656
Epoch 105 training loss: 0.46604844778776167
Epoch 120 training loss: 0.48454375863075255
Epoch 135 training loss: 0.5971502631902694
Epoch 150 training loss: 0.33971053957939146
Epoch 165 training loss: 0.4265536546707153
Epoch 180 training loss: 0.29287107214331626
Epoch 195 training loss: 0.4223002910614014
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
5 0 1747322506.5432794 sample_queries/q15_18a.sql 1.4956319332122803
5 1 1747322512.3952475 sample_queries/q18_7a103.sql 5.851933002471924
5 2 1747322518.3887875 sample_queries/q37_2a1291.sql 5.993504762649536
5 3 1747322518.9831674 sample_queries/q28_13a.sql 0.594346284866333
5 4 1747322519.589693 sample_queries/q33_2a156.sql 0.6064915657043457
5 5 1747322519.7519352 sample_queries/q20_24b.sql 0.16220927238464355
5 6 1747322531.1933434 sample_queries/q34_1a275.sql 11.441375017166138
5 7 1747322531.352954 sample_queries/q20_24b.sql 0.15957427024841309
5 8 1747322531.949749 sample_queries/q28_13a.sql 0.5967578887939453
5 9 1747322534.7625735 sample_queries/q26_2a274.sql 2.8127851486206055
5 10 1747322547.219893 sample_queries/q6_16b.sql 12.457281827926636
5 11 1747322582.4677455 sample_queries/q38_2a1870.sql 35.24781847000122
5 12 1747322586.152892 sample_queries/q2_8a82.sql 3.6851110458374023
5 13 1747322625.7889304 sample_queries/q40_2a8120.sql 39.6360023021698
5 14 1747322626.0338845 sample_queries/q32_2a493.sql 0.244917631149292
5 15 1747322629.1637406 sample_queries/q36_7a136.sql 3.1298210620880127
5 16 1747322629.2306209 sample_queries/q29_6e.sql 0.06684327125549316
5 17 1747322629.8396566 sample_queries/q31_2a39.sql 0.6089792251586914
5 18 1747322633.3818667 sample_queries/q18_7a103.sql 3.542175054550171
5 19 1747322651.7115555 sample_queries/q7_7a48.sql 18.329651832580566
5 20 1747322652.5068169 sample_queries/q33_2a156.sql 0.79522705078125
5 21 1747322654.2323542 sample_queries/q3_7a99.sql 1.725503921508789
5 22 1747322654.4642944 sample_queries/q32_2a493.sql 0.2319028377532959
5 23 1747322657.6408958 sample_queries/q10_2a265.sql 3.1765682697296143
5 24 1747322660.4339597 sample_queries/q14_6a349.sql 2.7930307388305664
Initial input channels: 10
Epoch 0 training loss: 0.9148470542647622
Epoch 15 training loss: 0.3318991898135705
Epoch 30 training loss: 0.3498140661553903
Epoch 45 training loss: 0.4200158322399313
Epoch 60 training loss: 0.35193329778584564
Epoch 75 training loss: 0.39127264375036414
Epoch 90 training loss: 0.368499066342007
Epoch 105 training loss: 0.35608248819004407
Epoch 120 training loss: 0.4504467411474748
Epoch 135 training loss: 0.3736067089167508
Epoch 150 training loss: 0.34828450733965094
Epoch 165 training loss: 0.3391226204958829
Epoch 180 training loss: 0.28287480907006696
Epoch 195 training loss: 0.39144749533046375
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
6 0 1747322686.1094115 sample_queries/q5_8a423.sql 11.778864860534668
6 1 1747322692.066893 sample_queries/q35_1a1508.sql 5.957448482513428
6 2 1747322700.3942943 sample_queries/q6_16b.sql 8.327366590499878
6 3 1747322702.3397431 sample_queries/q5_8a423.sql 1.9454071521759033
6 4 1747322715.890397 sample_queries/q19_2a471.sql 13.550616264343262
6 5 1747322720.6819313 sample_queries/q9_5a48.sql 4.7915003299713135
6 6 1747322720.9173932 sample_queries/q32_2a493.sql 0.2354276180267334
6 7 1747322730.7803726 sample_queries/q37_2a1291.sql 9.862943887710571
6 8 1747322730.8386097 sample_queries/q29_6e.sql 0.05820274353027344
6 9 1747322736.4795163 sample_queries/q1_8a463.sql 5.640864372253418
6 10 1747322737.0842068 sample_queries/q28_13a.sql 0.6046500205993652
6 11 1747322737.319226 sample_queries/q27_3c.sql 0.23498320579528809
6 12 1747322737.4901712 sample_queries/q20_24b.sql 0.17090916633605957
6 13 1747322739.6880367 sample_queries/q22_8a27.sql 2.1978237628936768
6 14 1747322745.6414156 sample_queries/q26_2a274.sql 5.953337907791138
6 15 1747322747.7647998 sample_queries/q1_8a463.sql 2.1233510971069336
6 16 1747322749.3271723 sample_queries/q15_18a.sql 1.5623359680175781
6 17 1747322751.0413647 sample_queries/q3_7a99.sql 1.7141532897949219
6 18 1747322753.5434268 sample_queries/q23_19d.sql 2.5020205974578857
6 19 1747322756.18843 sample_queries/q23_19d.sql 2.6449687480926514
6 20 1747322764.5065513 sample_queries/q39_2a2781.sql 8.318089962005615
6 21 1747322770.3176417 sample_queries/q35_1a1508.sql 5.811053037643433
6 22 1747322772.9172244 sample_queries/q26_2a274.sql 2.5995500087738037
6 23 1747322773.8083532 sample_queries/q21_2a396.sql 0.8910956382751465
6 24 1747322785.0888696 sample_queries/q39_2a2781.sql 11.28048300743103
Initial input channels: 10
Epoch 0 training loss: 1.2423313105335603
Epoch 15 training loss: 0.5620850977989343
Epoch 30 training loss: 0.4049616436688946
Epoch 45 training loss: 0.49858367457412756
Epoch 60 training loss: 0.49432046023698956
Epoch 75 training loss: 0.4134297388104292
Epoch 90 training loss: 0.494693317092382
Epoch 105 training loss: 0.4651501135757336
Epoch 120 training loss: 0.6218603637356025
Epoch 135 training loss: 0.40228159782978207
Epoch 150 training loss: 0.31805094281354773
Epoch 165 training loss: 0.24951367653333223
Epoch 180 training loss: 0.2248116318996136
Epoch 195 training loss: 0.2503107293294026
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
7 0 1747322806.8416517 sample_queries/q19_2a471.sql 5.822175741195679
7 1 1747322807.874581 sample_queries/q27_3c.sql 1.032895803451538
7 2 1747322813.7442842 sample_queries/q23_19d.sql 5.869669675827026
7 3 1747322816.3917935 sample_queries/q9_5a48.sql 2.6474761962890625
7 4 1747322822.3829975 sample_queries/q19_2a471.sql 5.991170883178711
7 5 1747322822.9056945 sample_queries/q31_2a39.sql 0.5226640701293945
7 6 1747322864.951141 sample_queries/q2_8a82.sql 42.04541277885437
7 7 1747322866.7808087 sample_queries/q11_17e.sql 1.8296353816986084
7 8 1747322869.8627064 sample_queries/q17_7a164.sql 3.081864595413208
7 9 1747322871.5632098 sample_queries/q5_8a423.sql 1.700469970703125
7 10 1747322880.2020464 sample_queries/q39_2a2781.sql 8.638799667358398
7 11 1747322882.5484333 sample_queries/q18_7a103.sql 2.346353769302368
7 12 1747322885.2462697 sample_queries/q17_7a164.sql 2.6978025436401367
7 13 1747322888.6858153 sample_queries/q7_7a48.sql 3.4395127296447754
7 14 1747322889.2253249 sample_queries/q31_2a39.sql 0.5394771099090576
7 15 1747322892.5151174 sample_queries/q36_7a136.sql 3.28975772857666
7 16 1747322894.9519835 sample_queries/q6_16b.sql 2.4368255138397217
7 17 1747322897.0698726 sample_queries/q1_8a463.sql 2.1178557872772217
7 18 1747322897.8376987 sample_queries/q28_13a.sql 0.7677919864654541
7 19 1747322900.2457454 sample_queries/q6_16b.sql 2.4080023765563965
7 20 1747322902.9794123 sample_queries/q17_7a164.sql 2.7336294651031494
7 21 1747322905.0991848 sample_queries/q1_8a463.sql 2.119738817214966
7 22 1747322906.7488275 sample_queries/q5_8a423.sql 1.6496069431304932
7 23 1747322916.1665685 sample_queries/q40_2a8120.sql 9.417707681655884
7 24 1747322916.2275026 sample_queries/q29_6e.sql 0.06089973449707031
Initial input channels: 10
Epoch 0 training loss: 0.9930837621291478
Epoch 15 training loss: 0.42438375105460485
Epoch 30 training loss: 0.37468463778495786
Epoch 45 training loss: 0.3475879887739817
Epoch 60 training loss: 0.38666724661986035
Epoch 75 training loss: 0.3579284866650899
Epoch 90 training loss: 0.36270516415437065
Epoch 105 training loss: 0.3482868820428848
Epoch 120 training loss: 0.38016222367684044
Epoch 135 training loss: 0.392135031769673
Epoch 150 training loss: 0.4560033053159714
Epoch 165 training loss: 0.45710398952166237
Epoch 180 training loss: 0.35267554968595505
Epoch 195 training loss: 0.46275484065214795
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
8 0 1747322936.2141294 sample_queries/q15_18a.sql 1.421769142150879
8 1 1747322949.0050073 sample_queries/q40_2a8120.sql 12.790843963623047
8 2 1747322949.8929017 sample_queries/q21_2a396.sql 0.8878581523895264
8 3 1747322959.543926 sample_queries/q38_2a1870.sql 9.650989055633545
8 4 1747322965.1618245 sample_queries/q1_8a463.sql 5.617863655090332
8 5 1747322967.3867097 sample_queries/q16_26c.sql 2.224834680557251
8 6 1747322973.4080136 sample_queries/q35_1a1508.sql 6.021268129348755
8 7 1747322973.4549074 sample_queries/q24_32a.sql 0.04685807228088379
8 8 1747322973.5020099 sample_queries/q24_32a.sql 0.04706931114196777
8 9 1747322979.8593156 sample_queries/q26_2a274.sql 6.357270240783691
8 10 1747322980.895729 sample_queries/q27_3c.sql 1.0363805294036865
8 11 1747322981.93774 sample_queries/q27_3c.sql 1.0419678688049316
8 12 1747323002.02494 sample_queries/q33_2a156.sql 20.08716654777527
8 13 1747323004.7355056 sample_queries/q14_6a349.sql 2.7105302810668945
8 14 1747323014.3409588 sample_queries/q35_1a1508.sql 9.605412721633911
8 15 1747323014.9864166 sample_queries/q28_13a.sql 0.6454153060913086
8 16 1747323096.5935867 sample_queries/q3_7a99.sql 81.60713338851929
8 17 1747323096.7560306 sample_queries/q20_24b.sql 0.16240715980529785
8 18 1747323100.501146 sample_queries/q34_1a275.sql 3.745082378387451
8 19 1747323103.0952451 sample_queries/q18_7a103.sql 2.5940563678741455
8 20 1747323112.4035378 sample_queries/q35_1a1508.sql 9.308255672454834
8 21 1747323118.3919098 sample_queries/q35_1a1508.sql 5.988337278366089
8 22 1747323194.9742308 sample_queries/q2_8a82.sql 76.58228540420532
8 23 1747323197.1675792 sample_queries/q28_13a.sql 2.193305253982544
8 24 1747323203.0905871 sample_queries/q8_6a505.sql 5.922961473464966
Initial input channels: 10
Epoch 0 training loss: 11.772266984917223
Epoch 15 training loss: 0.5364562161266804
Epoch 30 training loss: 0.5145311090163887
Epoch 45 training loss: 0.396349819842726
Epoch 60 training loss: 0.40600864170119166
Epoch 75 training loss: 0.4049169756472111
Epoch 90 training loss: 0.4096963657066226
Epoch 105 training loss: 0.26551481569185853
Epoch 120 training loss: 0.37926321709528565
Epoch 135 training loss: 0.3486379021778703
Epoch 150 training loss: 0.3563347514718771
Epoch 165 training loss: 0.30639735935255885
Epoch 180 training loss: 0.3155284053646028
Epoch 195 training loss: 0.3173594046384096
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
